phase	user	reply	failed	event	phase'	user'	reply'	failed'
writing	sent	done	0	cli:approval	approval	sent	done	0
writing	sent	done	0	cli:info	writing	sent	done	0
writing	sent	done	0	cli:error	writing	sent	done	1
writing	sent	done	0	cli:turn_end_ok	saving	sent	done	0
writing	sent	done	0	cli:turn_end_fail	saving	sent	done	1
writing	sent	done	0	finish:saved	idle	saved	done	0
writing	sent	done	0	finish:saved_failed	idle	saved	done	1
writing	sent	done	0	finish:unconfirmed	idle	unconfirmed	done	0
writing	sent	done	0	finish:discarded	idle	discarded	done	1
writing	sent	done	1	submit	writing	sent	done	1
writing	sent	done	1	delivered	writing	sent	done	1
writing	sent	done	1	cli:thinking	thinking	sent	done	1
writing	sent	done	1	cli:text	writing	sent	done	1
writing	sent	done	1	cli:tool_start	tool	sent	done	1
writing	sent	done	1	cli:tool_end	waiting	sent	done	1
writing	sent	done	1	cli:approval	approval	sent	done	1
writing	sent	done	1	cli:info	writing	sent	done	1
writing	sent	done	1	cli:error	writing	sent	done	1
writing	sent	done	1	cli:turn_end_ok	saving	sent	done	1
writing	sent	done	1	cli:turn_end_fail	saving	sent	done	1
writing	sent	done	1	finish:saved	idle	saved	done	1
writing	sent	done	1	finish:saved_failed	idle	saved	done	1
writing	sent	done	1	finish:unconfirmed	idle	unconfirmed	done	1
writing	sent	done	1	finish:discarded	idle	discarded	done	1
writing	sent	stopped	0	submit	writing	sent	stopped	0
writing	sent	stopped	0	delivered	writing	sent	stopped	0
writing	sent	stopped	0	cli:thinking	thinking	sent	stopped	0
writing	sent	stopped	0	cli:text	writing	sent	stopped	0
writing	sent	stopped	0	cli:tool_start	tool	sent	stopped	0
writing	sent	stopped	0	cli:tool_end	waiting	sent	stopped	0
writing	sent	stopped	0	cli:approval	approval	sent	stopped	0
writing	sent	stopped	0	cli:info	writing	sent	stopped	0
writing	sent	stopped	0	cli:error	writing	sent	stopped	1
writing	sent	stopped	0	cli:turn_end_ok	saving	sent	stopped	0
writing	sent	stopped	0	cli:turn_end_fail	saving	sent	stopped	1
writing	sent	stopped	0	finish:saved	idle	saved	stopped	0
writing	sent	stopped	0	finish:saved_failed	idle	saved	stopped	1
writing	sent	stopped	0	finish:unconfirmed	idle	unconfirmed	stopped	0
writing	sent	stopped	0	finish:discarded	idle	discarded	stopped	1
writing	sent	stopped	1	submit	writing	sent	stopped	1
writing	sent	stopped	1	delivered	writing	sent	stopped	1
writing	sent	stopped	1	cli:thinking	thinking	sent	stopped	1
writing	sent	stopped	1	cli:text	writing	sent	stopped	1
writing	sent	stopped	1	cli:tool_start	tool	sent	stopped	1
writing	sent	stopped	1	cli:tool_end	waiting	sent	stopped	1
writing	sent	stopped	1	cli:approval	approval	sent	stopped	1
writing	sent	stopped	1	cli:info	writing	sent	stopped	1
writing	sent	stopped	1	cli:error	writing	sent	stopped	1
writing	sent	stopped	1	cli:turn_end_ok	saving	sent	stopped	1
writing	sent	stopped	1	cli:turn_end_fail	saving	sent	stopped	1
writing	sent	stopped	1	finish:saved	idle	saved	stopped	1
writing	sent	stopped	1	finish:saved_failed	idle	saved	stopped	1
writing	sent	stopped	1	finish:unconfirmed	idle	unconfirmed	stopped	1
writing	sent	stopped	1	finish:discarded	idle	discarded	stopped	1
writing	sent	incomplete	0	submit	writing	sent	incomplete	0
writing	sent	incomplete	0	delivered	writing	sent	incomplete	0
writing	sent	incomplete	0	cli:thinking	thinking	sent	incomplete	0
writing	sent	incomplete	0	cli:text	writing	sent	incomplete	0
writing	sent	incomplete	0	cli:tool_start	tool	sent	incomplete	0
writing	sent	incomplete	0	cli:tool_end	waiting	sent	incomplete	0
writing	sent	incomplete	0	cli:approval	approval	sent	incomplete	0
writing	sent	incomplete	0	cli:info	writing	sent	incomplete	0
writing	sent	incomplete	0	cli:error	writing	sent	incomplete	1
writing	sent	incomplete	0	cli:turn_end_ok	saving	sent	incomplete	0
writing	sent	incomplete	0	cli:turn_end_fail	saving	sent	incomplete	1
writing	sent	incomplete	0	finish:saved	idle	saved	incomplete	0
writing	sent	incomplete	0	finish:saved_failed	idle	saved	incomplete	1
writing	sent	incomplete	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
writing	sent	incomplete	0	finish:discarded	idle	discarded	incomplete	1
writing	sent	incomplete	1	submit	writing	sent	incomplete	1
writing	sent	incomplete	1	delivered	writing	sent	incomplete	1
writing	sent	incomplete	1	cli:thinking	thinking	sent	incomplete	1
writing	sent	incomplete	1	cli:text	writing	sent	incomplete	1
writing	sent	incomplete	1	cli:tool_start	tool	sent	incomplete	1
writing	sent	incomplete	1	cli:tool_end	waiting	sent	incomplete	1
writing	sent	incomplete	1	cli:approval	approval	sent	incomplete	1
writing	sent	incomplete	1	cli:info	writing	sent	incomplete	1
writing	sent	incomplete	1	cli:error	writing	sent	incomplete	1
writing	sent	incomplete	1	cli:turn_end_ok	saving	sent	incomplete	1
writing	sent	incomplete	1	cli:turn_end_fail	saving	sent	incomplete	1
writing	sent	incomplete	1	finish:saved	idle	saved	incomplete	1
writing	sent	incomplete	1	finish:saved_failed	idle	saved	incomplete	1
writing	sent	incomplete	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
writing	sent	incomplete	1	finish:discarded	idle	discarded	incomplete	1
tool	sent	absent	0	submit	tool	sent	absent	0
tool	sent	absent	0	delivered	tool	sent	absent	0
tool	sent	absent	0	cli:thinking	thinking	sent	absent	0
tool	sent	absent	0	cli:text	writing	sent	streaming	0
tool	sent	absent	0	cli:tool_start	tool	sent	absent	0
tool	sent	absent	0	cli:tool_end	waiting	sent	absent	0
tool	sent	absent	0	cli:approval	approval	sent	absent	0
tool	sent	absent	0	cli:info	tool	sent	absent	0
tool	sent	absent	0	cli:error	tool	sent	absent	1
tool	sent	absent	0	cli:turn_end_ok	saving	sent	absent	0
tool	sent	absent	0	cli:turn_end_fail	saving	sent	absent	1
tool	sent	absent	0	finish:saved	idle	saved	absent	0
tool	sent	absent	0	finish:saved_failed	idle	saved	absent	1
tool	sent	absent	0	finish:unconfirmed	idle	unconfirmed	absent	0
tool	sent	absent	0	finish:discarded	idle	discarded	absent	1
tool	sent	absent	1	submit	tool	sent	absent	1
tool	sent	absent	1	delivered	tool	sent	absent	1
tool	sent	absent	1	cli:thinking	thinking	sent	absent	1
tool	sent	absent	1	cli:text	writing	sent	streaming	1
tool	sent	absent	1	cli:tool_start	tool	sent	absent	1
tool	sent	absent	1	cli:tool_end	waiting	sent	absent	1
tool	sent	absent	1	cli:approval	approval	sent	absent	1
tool	sent	absent	1	cli:info	tool	sent	absent	1
tool	sent	absent	1	cli:error	tool	sent	absent	1
tool	sent	absent	1	cli:turn_end_ok	saving	sent	absent	1
tool	sent	absent	1	cli:turn_end_fail	saving	sent	absent	1
tool	sent	absent	1	finish:saved	idle	saved	absent	1
tool	sent	absent	1	finish:saved_failed	idle	saved	absent	1
tool	sent	absent	1	finish:unconfirmed	idle	unconfirmed	absent	1
tool	sent	absent	1	finish:discarded	idle	discarded	absent	1
tool	sent	streaming	0	submit	tool	sent	streaming	0
tool	sent	streaming	0	delivered	tool	sent	streaming	0
tool	sent	streaming	0	cli:thinking	thinking	sent	streaming	0
tool	sent	streaming	0	cli:text	writing	sent	streaming	0
tool	sent	streaming	0	cli:tool_start	tool	sent	streaming	0
tool	sent	streaming	0	cli:tool_end	waiting	sent	streaming	0
tool	sent	streaming	0	cli:approval	approval	sent	streaming	0
tool	sent	streaming	0	cli:info	tool	sent	streaming	0
tool	sent	streaming	0	cli:error	tool	sent	streaming	1
tool	sent	streaming	0	cli:turn_end_ok	saving	sent	done	0
tool	sent	streaming	0	cli:turn_end_fail	saving	sent	stopped	1
tool	sent	streaming	0	finish:saved	idle	saved	incomplete	0
tool	sent	streaming	0	finish:saved_failed	idle	saved	incomplete	1
tool	sent	streaming	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
tool	sent	streaming	0	finish:discarded	idle	discarded	incomplete	1
tool	sent	streaming	1	submit	tool	sent	streaming	1
tool	sent	streaming	1	delivered	tool	sent	streaming	1
tool	sent	streaming	1	cli:thinking	thinking	sent	streaming	1
tool	sent	streaming	1	cli:text	writing	sent	streaming	1
tool	sent	streaming	1	cli:tool_start	tool	sent	streaming	1
tool	sent	streaming	1	cli:tool_end	waiting	sent	streaming	1
tool	sent	streaming	1	cli:approval	approval	sent	streaming	1
tool	sent	streaming	1	cli:info	tool	sent	streaming	1
tool	sent	streaming	1	cli:error	tool	sent	streaming	1
tool	sent	streaming	1	cli:turn_end_ok	saving	sent	done	1
tool	sent	streaming	1	cli:turn_end_fail	saving	sent	stopped	1
tool	sent	streaming	1	finish:saved	idle	saved	incomplete	1
tool	sent	streaming	1	finish:saved_failed	idle	saved	incomplete	1
tool	sent	streaming	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
tool	sent	streaming	1	finish:discarded	idle	discarded	incomplete	1
tool	sent	done	0	submit	tool	sent	done	0
tool	sent	done	0	delivered	tool	sent	done	0
tool	sent	done	0	cli:thinking	thinking	sent	done	0
tool	sent	done	0	cli:text	writing	sent	done	0
tool	sent	done	0	cli:tool_start	tool	sent	done	0
tool	sent	done	0	cli:tool_end	waiting	sent	done	0
tool	sent	done	0	cli:approval	approval	sent	done	0
tool	sent	done	0	cli:info	tool	sent	done	0
tool	sent	done	0	cli:error	tool	sent	done	1
tool	sent	done	0	cli:turn_end_ok	saving	sent	done	0
tool	sent	done	0	cli:turn_end_fail	saving	sent	done	1
tool	sent	done	0	finish:saved	idle	saved	done	0
tool	sent	done	0	finish:saved_failed	idle	saved	done	1
tool	sent	done	0	finish:unconfirmed	idle	unconfirmed	done	0
tool	sent	done	0	finish:discarded	idle	discarded	done	1
tool	sent	done	1	submit	tool	sent	done	1
tool	sent	done	1	delivered	tool	sent	done	1
tool	sent	done	1	cli:thinking	thinking	sent	done	1
tool	sent	done	1	cli:text	writing	sent	done	1
tool	sent	done	1	cli:tool_start	tool	sent	done	1
tool	sent	done	1	cli:tool_end	waiting	sent	done	1
tool	sent	done	1	cli:approval	approval	sent	done	1
tool	sent	done	1	cli:info	tool	sent	done	1
tool	sent	done	1	cli:error	tool	sent	done	1
tool	sent	done	1	cli:turn_end_ok	saving	sent	done	1
tool	sent	done	1	cli:turn_end_fail	saving	sent	done	1
tool	sent	done	1	finish:saved	idle	saved	done	1
tool	sent	done	1	finish:saved_failed	idle	saved	done	1
tool	sent	done	1	finish:unconfirmed	idle	unconfirmed	done	1
tool	sent	done	1	finish:discarded	idle	discarded	done	1
tool	sent	stopped	0	submit	tool	sent	stopped	0
tool	sent	stopped	0	delivered	tool	sent	stopped	0
tool	sent	stopped	0	cli:thinking	thinking	sent	stopped	0
tool	sent	stopped	0	cli:text	writing	sent	stopped	0
tool	sent	stopped	0	cli:tool_start	tool	sent	stopped	0
tool	sent	stopped	0	cli:tool_end	waiting	sent	stopped	0
tool	sent	stopped	0	cli:approval	approval	sent	stopped	0
tool	sent	stopped	0	cli:info	tool	sent	stopped	0
tool	sent	stopped	0	cli:error	tool	sent	stopped	1
tool	sent	stopped	0	cli:turn_end_ok	saving	sent	stopped	0
tool	sent	stopped	0	cli:turn_end_fail	saving	sent	stopped	1
tool	sent	stopped	0	finish:saved	idle	saved	stopped	0
tool	sent	stopped	0	finish:saved_failed	idle	saved	stopped	1
tool	sent	stopped	0	finish:unconfirmed	idle	unconfirmed	stopped	0
tool	sent	stopped	0	finish:discarded	idle	discarded	stopped	1
tool	sent	stopped	1	submit	tool	sent	stopped	1
tool	sent	stopped	1	delivered	tool	sent	stopped	1
tool	sent	stopped	1	cli:thinking	thinking	sent	stopped	1
tool	sent	stopped	1	cli:text	writing	sent	stopped	1
tool	sent	stopped	1	cli:tool_start	tool	sent	stopped	1
tool	sent	stopped	1	cli:tool_end	waiting	sent	stopped	1
tool	sent	stopped	1	cli:approval	approval	sent	stopped	1
tool	sent	stopped	1	cli:info	tool	sent	stopped	1
tool	sent	stopped	1	cli:error	tool	sent	stopped	1
tool	sent	stopped	1	cli:turn_end_ok	saving	sent	stopped	1
tool	sent	stopped	1	cli:turn_end_fail	saving	sent	stopped	1
tool	sent	stopped	1	finish:saved	idle	saved	stopped	1
tool	sent	stopped	1	finish:saved_failed	idle	saved	stopped	1
tool	sent	stopped	1	finish:unconfirmed	idle	unconfirmed	stopped	1
tool	sent	stopped	1	finish:discarded	idle	discarded	stopped	1
tool	sent	incomplete	0	submit	tool	sent	incomplete	0
tool	sent	incomplete	0	delivered	tool	sent	incomplete	0
tool	sent	incomplete	0	cli:thinking	thinking	sent	incomplete	0
tool	sent	incomplete	0	cli:text	writing	sent	incomplete	0
tool	sent	incomplete	0	cli:tool_start	tool	sent	incomplete	0
tool	sent	incomplete	0	cli:tool_end	waiting	sent	incomplete	0
tool	sent	incomplete	0	cli:approval	approval	sent	incomplete	0
tool	sent	incomplete	0	cli:info	tool	sent	incomplete	0
tool	sent	incomplete	0	cli:error	tool	sent	incomplete	1
tool	sent	incomplete	0	cli:turn_end_ok	saving	sent	incomplete	0
tool	sent	incomplete	0	cli:turn_end_fail	saving	sent	incomplete	1
tool	sent	incomplete	0	finish:saved	idle	saved	incomplete	0
tool	sent	incomplete	0	finish:saved_failed	idle	saved	incomplete	1
tool	sent	incomplete	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
tool	sent	incomplete	0	finish:discarded	idle	discarded	incomplete	1
tool	sent	incomplete	1	submit	tool	sent	incomplete	1
tool	sent	incomplete	1	delivered	tool	sent	incomplete	1
tool	sent	incomplete	1	cli:thinking	thinking	sent	incomplete	1
tool	sent	incomplete	1	cli:text	writing	sent	incomplete	1
tool	sent	incomplete	1	cli:tool_start	tool	sent	incomplete	1
tool	sent	incomplete	1	cli:tool_end	waiting	sent	incomplete	1
tool	sent	incomplete	1	cli:approval	approval	sent	incomplete	1
tool	sent	incomplete	1	cli:info	tool	sent	incomplete	1
tool	sent	incomplete	1	cli:error	tool	sent	incomplete	1
tool	sent	incomplete	1	cli:turn_end_ok	saving	sent	incomplete	1
tool	sent	incomplete	1	cli:turn_end_fail	saving	sent	incomplete	1
tool	sent	incomplete	1	finish:saved	idle	saved	incomplete	1
tool	sent	incomplete	1	finish:saved_failed	idle	saved	incomplete	1
tool	sent	incomplete	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
tool	sent	incomplete	1	finish:discarded	idle	discarded	incomplete	1
approval	sent	absent	0	submit	approval	sent	absent	0
approval	sent	absent	0	delivered	approval	sent	absent	0
approval	sent	absent	0	cli:thinking	thinking	sent	absent	0
approval	sent	absent	0	cli:text	writing	sent	streaming	0
approval	sent	absent	0	cli:tool_start	tool	sent	absent	0
approval	sent	absent	0	cli:tool_end	waiting	sent	absent	0
approval	sent	absent	0	cli:approval	approval	sent	absent	0
approval	sent	absent	0	cli:info	approval	sent	absent	0
approval	sent	absent	0	cli:error	approval	sent	absent	1
approval	sent	absent	0	cli:turn_end_ok	saving	sent	absent	0
approval	sent	absent	0	cli:turn_end_fail	saving	sent	absent	1
approval	sent	absent	0	finish:saved	idle	saved	absent	0
approval	sent	absent	0	finish:saved_failed	idle	saved	absent	1
approval	sent	absent	0	finish:unconfirmed	idle	unconfirmed	absent	0
approval	sent	absent	0	finish:discarded	idle	discarded	absent	1
approval	sent	absent	1	submit	approval	sent	absent	1
approval	sent	absent	1	delivered	approval	sent	absent	1
approval	sent	absent	1	cli:thinking	thinking	sent	absent	1
approval	sent	absent	1	cli:text	writing	sent	streaming	1
approval	sent	absent	1	cli:tool_start	tool	sent	absent	1
approval	sent	absent	1	cli:tool_end	waiting	sent	absent	1
approval	sent	absent	1	cli:approval	approval	sent	absent	1
approval	sent	absent	1	cli:info	approval	sent	absent	1
approval	sent	absent	1	cli:error	approval	sent	absent	1
approval	sent	absent	1	cli:turn_end_ok	saving	sent	absent	1
approval	sent	absent	1	cli:turn_end_fail	saving	sent	absent	1
approval	sent	absent	1	finish:saved	idle	saved	absent	1
approval	sent	absent	1	finish:saved_failed	idle	saved	absent	1
approval	sent	absent	1	finish:unconfirmed	idle	unconfirmed	absent	1
approval	sent	absent	1	finish:discarded	idle	discarded	absent	1
approval	sent	streaming	0	submit	approval	sent	streaming	0
approval	sent	streaming	0	delivered	approval	sent	streaming	0
approval	sent	streaming	0	cli:thinking	thinking	sent	streaming	0
approval	sent	streaming	0	cli:text	writing	sent	streaming	0
approval	sent	streaming	0	cli:tool_start	tool	sent	streaming	0
approval	sent	streaming	0	cli:tool_end	waiting	sent	streaming	0
approval	sent	streaming	0	cli:approval	approval	sent	streaming	0
approval	sent	streaming	0	cli:info	approval	sent	streaming	0
approval	sent	streaming	0	cli:error	approval	sent	streaming	1
approval	sent	streaming	0	cli:turn_end_ok	saving	sent	done	0
approval	sent	streaming	0	cli:turn_end_fail	saving	sent	stopped	1
approval	sent	streaming	0	finish:saved	idle	saved	incomplete	0
approval	sent	streaming	0	finish:saved_failed	idle	saved	incomplete	1
approval	sent	streaming	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
approval	sent	streaming	0	finish:discarded	idle	discarded	incomplete	1
approval	sent	streaming	1	submit	approval	sent	streaming	1
approval	sent	streaming	1	delivered	approval	sent	streaming	1
approval	sent	streaming	1	cli:thinking	thinking	sent	streaming	1
approval	sent	streaming	1	cli:text	writing	sent	streaming	1
approval	sent	streaming	1	cli:tool_start	tool	sent	streaming	1
approval	sent	streaming	1	cli:tool_end	waiting	sent	streaming	1
approval	sent	streaming	1	cli:approval	approval	sent	streaming	1
approval	sent	streaming	1	cli:info	approval	sent	streaming	1
approval	sent	streaming	1	cli:error	approval	sent	streaming	1
approval	sent	streaming	1	cli:turn_end_ok	saving	sent	done	1
approval	sent	streaming	1	cli:turn_end_fail	saving	sent	stopped	1
approval	sent	streaming	1	finish:saved	idle	saved	incomplete	1
approval	sent	streaming	1	finish:saved_failed	idle	saved	incomplete	1
approval	sent	streaming	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
approval	sent	streaming	1	finish:discarded	idle	discarded	incomplete	1
approval	sent	done	0	submit	approval	sent	done	0
approval	sent	done	0	delivered	approval	sent	done	0
approval	sent	done	0	cli:thinking	thinking	sent	done	0
approval	sent	done	0	cli:text	writing	sent	done	0
approval	sent	done	0	cli:tool_start	tool	sent	done	0
approval	sent	done	0	cli:tool_end	waiting	sent	done	0
approval	sent	done	0	cli:approval	approval	sent	done	0
approval	sent	done	0	cli:info	approval	sent	done	0
approval	sent	done	0	cli:error	approval	sent	done	1
approval	sent	done	0	cli:turn_end_ok	saving	sent	done	0
approval	sent	done	0	cli:turn_end_fail	saving	sent	done	1
approval	sent	done	0	finish:saved	idle	saved	done	0
approval	sent	done	0	finish:saved_failed	idle	saved	done	1
approval	sent	done	0	finish:unconfirmed	idle	unconfirmed	done	0
approval	sent	done	0	finish:discarded	idle	discarded	done	1
approval	sent	done	1	submit	approval	sent	done	1
approval	sent	done	1	delivered	approval	sent	done	1
approval	sent	done	1	cli:thinking	thinking	sent	done	1
approval	sent	done	1	cli:text	writing	sent	done	1
approval	sent	done	1	cli:tool_start	tool	sent	done	1
approval	sent	done	1	cli:tool_end	waiting	sent	done	1
approval	sent	done	1	cli:approval	approval	sent	done	1
approval	sent	done	1	cli:info	approval	sent	done	1
approval	sent	done	1	cli:error	approval	sent	done	1
approval	sent	done	1	cli:turn_end_ok	saving	sent	done	1
approval	sent	done	1	cli:turn_end_fail	saving	sent	done	1
approval	sent	done	1	finish:saved	idle	saved	done	1
approval	sent	done	1	finish:saved_failed	idle	saved	done	1
approval	sent	done	1	finish:unconfirmed	idle	unconfirmed	done	1
approval	sent	done	1	finish:discarded	idle	discarded	done	1
approval	sent	stopped	0	submit	approval	sent	stopped	0
approval	sent	stopped	0	delivered	approval	sent	stopped	0
approval	sent	stopped	0	cli:thinking	thinking	sent	stopped	0
approval	sent	stopped	0	cli:text	writing	sent	stopped	0
approval	sent	stopped	0	cli:tool_start	tool	sent	stopped	0
approval	sent	stopped	0	cli:tool_end	waiting	sent	stopped	0
approval	sent	stopped	0	cli:approval	approval	sent	stopped	0
approval	sent	stopped	0	cli:info	approval	sent	stopped	0
approval	sent	stopped	0	cli:error	approval	sent	stopped	1
approval	sent	stopped	0	cli:turn_end_ok	saving	sent	stopped	0
approval	sent	stopped	0	cli:turn_end_fail	saving	sent	stopped	1
approval	sent	stopped	0	finish:saved	idle	saved	stopped	0
approval	sent	stopped	0	finish:saved_failed	idle	saved	stopped	1
approval	sent	stopped	0	finish:unconfirmed	idle	unconfirmed	stopped	0
approval	sent	stopped	0	finish:discarded	idle	discarded	stopped	1
approval	sent	stopped	1	submit	approval	sent	stopped	1
approval	sent	stopped	1	delivered	approval	sent	stopped	1
approval	sent	stopped	1	cli:thinking	thinking	sent	stopped	1
approval	sent	stopped	1	cli:text	writing	sent	stopped	1
approval	sent	stopped	1	cli:tool_start	tool	sent	stopped	1
approval	sent	stopped	1	cli:tool_end	waiting	sent	stopped	1
approval	sent	stopped	1	cli:approval	approval	sent	stopped	1
approval	sent	stopped	1	cli:info	approval	sent	stopped	1
approval	sent	stopped	1	cli:error	approval	sent	stopped	1
approval	sent	stopped	1	cli:turn_end_ok	saving	sent	stopped	1
approval	sent	stopped	1	cli:turn_end_fail	saving	sent	stopped	1
approval	sent	stopped	1	finish:saved	idle	saved	stopped	1
approval	sent	stopped	1	finish:saved_failed	idle	saved	stopped	1
approval	sent	stopped	1	finish:unconfirmed	idle	unconfirmed	stopped	1
approval	sent	stopped	1	finish:discarded	idle	discarded	stopped	1
approval	sent	incomplete	0	submit	approval	sent	incomplete	0
approval	sent	incomplete	0	delivered	approval	sent	incomplete	0
approval	sent	incomplete	0	cli:thinking	thinking	sent	incomplete	0
approval	sent	incomplete	0	cli:text	writing	sent	incomplete	0
approval	sent	incomplete	0	cli:tool_start	tool	sent	incomplete	0
approval	sent	incomplete	0	cli:tool_end	waiting	sent	incomplete	0
approval	sent	incomplete	0	cli:approval	approval	sent	incomplete	0
approval	sent	incomplete	0	cli:info	approval	sent	incomplete	0
approval	sent	incomplete	0	cli:error	approval	sent	incomplete	1
approval	sent	incomplete	0	cli:turn_end_ok	saving	sent	incomplete	0
approval	sent	incomplete	0	cli:turn_end_fail	saving	sent	incomplete	1
approval	sent	incomplete	0	finish:saved	idle	saved	incomplete	0
approval	sent	incomplete	0	finish:saved_failed	idle	saved	incomplete	1
approval	sent	incomplete	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
approval	sent	incomplete	0	finish:discarded	idle	discarded	incomplete	1
approval	sent	incomplete	1	submit	approval	sent	incomplete	1
approval	sent	incomplete	1	delivered	approval	sent	incomplete	1
approval	sent	incomplete	1	cli:thinking	thinking	sent	incomplete	1
approval	sent	incomplete	1	cli:text	writing	sent	incomplete	1
approval	sent	incomplete	1	cli:tool_start	tool	sent	incomplete	1
approval	sent	incomplete	1	cli:tool_end	waiting	sent	incomplete	1
approval	sent	incomplete	1	cli:approval	approval	sent	incomplete	1
approval	sent	incomplete	1	cli:info	approval	sent	incomplete	1
approval	sent	incomplete	1	cli:error	approval	sent	incomplete	1
approval	sent	incomplete	1	cli:turn_end_ok	saving	sent	incomplete	1
approval	sent	incomplete	1	cli:turn_end_fail	saving	sent	incomplete	1
approval	sent	incomplete	1	finish:saved	idle	saved	incomplete	1
approval	sent	incomplete	1	finish:saved_failed	idle	saved	incomplete	1
approval	sent	incomplete	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
approval	sent	incomplete	1	finish:discarded	idle	discarded	incomplete	1
saving	sent	absent	0	submit	saving	sent	absent	0
saving	sent	absent	0	delivered	saving	sent	absent	0
saving	sent	absent	0	cli:thinking	saving	sent	absent	0
saving	sent	absent	0	cli:text	saving	sent	absent	0
saving	sent	absent	0	cli:tool_start	saving	sent	absent	0
saving	sent	absent	0	cli:tool_end	saving	sent	absent	0
saving	sent	absent	0	cli:approval	saving	sent	absent	0
saving	sent	absent	0	cli:info	saving	sent	absent	0
saving	sent	absent	0	cli:error	saving	sent	absent	0
saving	sent	absent	0	cli:turn_end_ok	saving	sent	absent	0
saving	sent	absent	0	cli:turn_end_fail	saving	sent	absent	0
saving	sent	absent	0	finish:saved	idle	saved	absent	0
saving	sent	absent	0	finish:saved_failed	idle	saved	absent	1
saving	sent	absent	0	finish:unconfirmed	idle	unconfirmed	absent	0
saving	sent	absent	0	finish:discarded	idle	discarded	absent	1
saving	sent	absent	1	submit	saving	sent	absent	1
saving	sent	absent	1	delivered	saving	sent	absent	1
saving	sent	absent	1	cli:thinking	saving	sent	absent	1
saving	sent	absent	1	cli:text	saving	sent	absent	1
saving	sent	absent	1	cli:tool_start	saving	sent	absent	1
saving	sent	absent	1	cli:tool_end	saving	sent	absent	1
saving	sent	absent	1	cli:approval	saving	sent	absent	1
saving	sent	absent	1	cli:info	saving	sent	absent	1
saving	sent	absent	1	cli:error	saving	sent	absent	1
saving	sent	absent	1	cli:turn_end_ok	saving	sent	absent	1
saving	sent	absent	1	cli:turn_end_fail	saving	sent	absent	1
saving	sent	absent	1	finish:saved	idle	saved	absent	1
saving	sent	absent	1	finish:saved_failed	idle	saved	absent	1
saving	sent	absent	1	finish:unconfirmed	idle	unconfirmed	absent	1
saving	sent	absent	1	finish:discarded	idle	discarded	absent	1
saving	sent	streaming	0	submit	saving	sent	streaming	0
saving	sent	streaming	0	delivered	saving	sent	streaming	0
saving	sent	streaming	0	cli:thinking	saving	sent	streaming	0
saving	sent	streaming	0	cli:text	saving	sent	streaming	0
saving	sent	streaming	0	cli:tool_start	saving	sent	streaming	0
saving	sent	streaming	0	cli:tool_end	saving	sent	streaming	0
saving	sent	streaming	0	cli:approval	saving	sent	streaming	0
saving	sent	streaming	0	cli:info	saving	sent	streaming	0
saving	sent	streaming	0	cli:error	saving	sent	streaming	0
saving	sent	streaming	0	cli:turn_end_ok	saving	sent	streaming	0
saving	sent	streaming	0	cli:turn_end_fail	saving	sent	streaming	0
saving	sent	streaming	0	finish:saved	idle	saved	incomplete	0
saving	sent	streaming	0	finish:saved_failed	idle	saved	incomplete	1
saving	sent	streaming	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
saving	sent	streaming	0	finish:discarded	idle	discarded	incomplete	1
saving	sent	streaming	1	submit	saving	sent	streaming	1
saving	sent	streaming	1	delivered	saving	sent	streaming	1
saving	sent	streaming	1	cli:thinking	saving	sent	streaming	1
saving	sent	streaming	1	cli:text	saving	sent	streaming	1
saving	sent	streaming	1	cli:tool_start	saving	sent	streaming	1
saving	sent	streaming	1	cli:tool_end	saving	sent	streaming	1
saving	sent	streaming	1	cli:approval	saving	sent	streaming	1
saving	sent	streaming	1	cli:info	saving	sent	streaming	1
saving	sent	streaming	1	cli:error	saving	sent	streaming	1
saving	sent	streaming	1	cli:turn_end_ok	saving	sent	streaming	1
saving	sent	streaming	1	cli:turn_end_fail	saving	sent	streaming	1
saving	sent	streaming	1	finish:saved	idle	saved	incomplete	1
saving	sent	streaming	1	finish:saved_failed	idle	saved	incomplete	1
saving	sent	streaming	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
saving	sent	streaming	1	finish:discarded	idle	discarded	incomplete	1
saving	sent	done	0	submit	saving	sent	done	0
saving	sent	done	0	delivered	saving	sent	done	0
saving	sent	done	0	cli:thinking	saving	sent	done	0
saving	sent	done	0	cli:text	saving	sent	done	0
saving	sent	done	0	cli:tool_start	saving	sent	done	0
saving	sent	done	0	cli:tool_end	saving	sent	done	0
saving	sent	done	0	cli:approval	saving	sent	done	0
saving	sent	done	0	cli:info	saving	sent	done	0
saving	sent	done	0	cli:error	saving	sent	done	0
saving	sent	done	0	cli:turn_end_ok	saving	sent	done	0
saving	sent	done	0	cli:turn_end_fail	saving	sent	done	0
