phase	user	reply	failed	event	phase'	user'	reply'	failed'
idle	discarded	stopped	1	cli:thinking	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:text	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:tool_start	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:tool_end	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:approval	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:info	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:error	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:turn_end_ok	idle	discarded	stopped	1
idle	discarded	stopped	1	cli:turn_end_fail	idle	discarded	stopped	1
idle	discarded	stopped	1	finish:saved	idle	discarded	stopped	1
idle	discarded	stopped	1	finish:saved_failed	idle	discarded	stopped	1
idle	discarded	stopped	1	finish:unconfirmed	idle	discarded	stopped	1
idle	discarded	stopped	1	finish:discarded	idle	discarded	stopped	1
idle	discarded	incomplete	0	submit	sending	sending	absent	0
idle	discarded	incomplete	0	delivered	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:thinking	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:text	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:tool_start	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:tool_end	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:approval	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:info	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:error	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:turn_end_ok	idle	discarded	incomplete	0
idle	discarded	incomplete	0	cli:turn_end_fail	idle	discarded	incomplete	0
idle	discarded	incomplete	0	finish:saved	idle	discarded	incomplete	0
idle	discarded	incomplete	0	finish:saved_failed	idle	discarded	incomplete	0
idle	discarded	incomplete	0	finish:unconfirmed	idle	discarded	incomplete	0
idle	discarded	incomplete	0	finish:discarded	idle	discarded	incomplete	0
idle	discarded	incomplete	1	submit	sending	sending	absent	0
idle	discarded	incomplete	1	delivered	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:thinking	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:text	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:tool_start	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:tool_end	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:approval	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:info	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:error	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:turn_end_ok	idle	discarded	incomplete	1
idle	discarded	incomplete	1	cli:turn_end_fail	idle	discarded	incomplete	1
idle	discarded	incomplete	1	finish:saved	idle	discarded	incomplete	1
idle	discarded	incomplete	1	finish:saved_failed	idle	discarded	incomplete	1
idle	discarded	incomplete	1	finish:unconfirmed	idle	discarded	incomplete	1
idle	discarded	incomplete	1	finish:discarded	idle	discarded	incomplete	1
sending	sending	absent	0	submit	sending	sending	absent	0
sending	sending	absent	0	delivered	waiting	sent	absent	0
sending	sending	absent	0	cli:thinking	thinking	sent	absent	0
sending	sending	absent	0	cli:text	writing	sent	streaming	0
sending	sending	absent	0	cli:tool_start	tool	sent	absent	0
sending	sending	absent	0	cli:tool_end	waiting	sent	absent	0
sending	sending	absent	0	cli:approval	approval	sent	absent	0
sending	sending	absent	0	cli:info	waiting	sent	absent	0
sending	sending	absent	0	cli:error	waiting	sent	absent	1
sending	sending	absent	0	cli:turn_end_ok	saving	sent	absent	0
sending	sending	absent	0	cli:turn_end_fail	saving	sent	absent	1
sending	sending	absent	0	finish:saved	idle	saved	absent	0
sending	sending	absent	0	finish:saved_failed	idle	saved	absent	1
sending	sending	absent	0	finish:unconfirmed	idle	unconfirmed	absent	0
sending	sending	absent	0	finish:discarded	idle	discarded	absent	1
sending	sending	absent	1	submit	sending	sending	absent	1
sending	sending	absent	1	delivered	waiting	sent	absent	1
sending	sending	absent	1	cli:thinking	thinking	sent	absent	1
sending	sending	absent	1	cli:text	writing	sent	streaming	1
sending	sending	absent	1	cli:tool_start	tool	sent	absent	1
sending	sending	absent	1	cli:tool_end	waiting	sent	absent	1
sending	sending	absent	1	cli:approval	approval	sent	absent	1
sending	sending	absent	1	cli:info	waiting	sent	absent	1
sending	sending	absent	1	cli:error	waiting	sent	absent	1
sending	sending	absent	1	cli:turn_end_ok	saving	sent	absent	1
sending	sending	absent	1	cli:turn_end_fail	saving	sent	absent	1
sending	sending	absent	1	finish:saved	idle	saved	absent	1
sending	sending	absent	1	finish:saved_failed	idle	saved	absent	1
sending	sending	absent	1	finish:unconfirmed	idle	unconfirmed	absent	1
sending	sending	absent	1	finish:discarded	idle	discarded	absent	1
waiting	sent	absent	0	submit	waiting	sent	absent	0
waiting	sent	absent	0	delivered	waiting	sent	absent	0
waiting	sent	absent	0	cli:thinking	thinking	sent	absent	0
waiting	sent	absent	0	cli:text	writing	sent	streaming	0
waiting	sent	absent	0	cli:tool_start	tool	sent	absent	0
waiting	sent	absent	0	cli:tool_end	waiting	sent	absent	0
waiting	sent	absent	0	cli:approval	approval	sent	absent	0
waiting	sent	absent	0	cli:info	waiting	sent	absent	0
waiting	sent	absent	0	cli:error	waiting	sent	absent	1
waiting	sent	absent	0	cli:turn_end_ok	saving	sent	absent	0
waiting	sent	absent	0	cli:turn_end_fail	saving	sent	absent	1
waiting	sent	absent	0	finish:saved	idle	saved	absent	0
waiting	sent	absent	0	finish:saved_failed	idle	saved	absent	1
waiting	sent	absent	0	finish:unconfirmed	idle	unconfirmed	absent	0
waiting	sent	absent	0	finish:discarded	idle	discarded	absent	1
waiting	sent	absent	1	submit	waiting	sent	absent	1
waiting	sent	absent	1	delivered	waiting	sent	absent	1
waiting	sent	absent	1	cli:thinking	thinking	sent	absent	1
waiting	sent	absent	1	cli:text	writing	sent	streaming	1
waiting	sent	absent	1	cli:tool_start	tool	sent	absent	1
waiting	sent	absent	1	cli:tool_end	waiting	sent	absent	1
waiting	sent	absent	1	cli:approval	approval	sent	absent	1
waiting	sent	absent	1	cli:info	waiting	sent	absent	1
waiting	sent	absent	1	cli:error	waiting	sent	absent	1
waiting	sent	absent	1	cli:turn_end_ok	saving	sent	absent	1
waiting	sent	absent	1	cli:turn_end_fail	saving	sent	absent	1
waiting	sent	absent	1	finish:saved	idle	saved	absent	1
waiting	sent	absent	1	finish:saved_failed	idle	saved	absent	1
waiting	sent	absent	1	finish:unconfirmed	idle	unconfirmed	absent	1
waiting	sent	absent	1	finish:discarded	idle	discarded	absent	1
waiting	sent	streaming	0	submit	waiting	sent	streaming	0
waiting	sent	streaming	0	delivered	waiting	sent	streaming	0
waiting	sent	streaming	0	cli:thinking	thinking	sent	streaming	0
waiting	sent	streaming	0	cli:text	writing	sent	streaming	0
waiting	sent	streaming	0	cli:tool_start	tool	sent	streaming	0
waiting	sent	streaming	0	cli:tool_end	waiting	sent	streaming	0
waiting	sent	streaming	0	cli:approval	approval	sent	streaming	0
waiting	sent	streaming	0	cli:info	waiting	sent	streaming	0
waiting	sent	streaming	0	cli:error	waiting	sent	streaming	1
waiting	sent	streaming	0	cli:turn_end_ok	saving	sent	done	0
waiting	sent	streaming	0	cli:turn_end_fail	saving	sent	stopped	1
waiting	sent	streaming	0	finish:saved	idle	saved	incomplete	0
waiting	sent	streaming	0	finish:saved_failed	idle	saved	incomplete	1
waiting	sent	streaming	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
waiting	sent	streaming	0	finish:discarded	idle	discarded	incomplete	1
waiting	sent	streaming	1	submit	waiting	sent	streaming	1
waiting	sent	streaming	1	delivered	waiting	sent	streaming	1
waiting	sent	streaming	1	cli:thinking	thinking	sent	streaming	1
waiting	sent	streaming	1	cli:text	writing	sent	streaming	1
waiting	sent	streaming	1	cli:tool_start	tool	sent	streaming	1
waiting	sent	streaming	1	cli:tool_end	waiting	sent	streaming	1
waiting	sent	streaming	1	cli:approval	approval	sent	streaming	1
waiting	sent	streaming	1	cli:info	waiting	sent	streaming	1
waiting	sent	streaming	1	cli:error	waiting	sent	streaming	1
waiting	sent	streaming	1	cli:turn_end_ok	saving	sent	done	1
waiting	sent	streaming	1	cli:turn_end_fail	saving	sent	stopped	1
waiting	sent	streaming	1	finish:saved	idle	saved	incomplete	1
waiting	sent	streaming	1	finish:saved_failed	idle	saved	incomplete	1
waiting	sent	streaming	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
waiting	sent	streaming	1	finish:discarded	idle	discarded	incomplete	1
waiting	sent	done	0	submit	waiting	sent	done	0
waiting	sent	done	0	delivered	waiting	sent	done	0
waiting	sent	done	0	cli:thinking	thinking	sent	done	0
waiting	sent	done	0	cli:text	writing	sent	done	0
waiting	sent	done	0	cli:tool_start	tool	sent	done	0
waiting	sent	done	0	cli:tool_end	waiting	sent	done	0
waiting	sent	done	0	cli:approval	approval	sent	done	0
waiting	sent	done	0	cli:info	waiting	sent	done	0
waiting	sent	done	0	cli:error	waiting	sent	done	1
waiting	sent	done	0	cli:turn_end_ok	saving	sent	done	0
waiting	sent	done	0	cli:turn_end_fail	saving	sent	done	1
waiting	sent	done	0	finish:saved	idle	saved	done	0
waiting	sent	done	0	finish:saved_failed	idle	saved	done	1
waiting	sent	done	0	finish:unconfirmed	idle	unconfirmed	done	0
waiting	sent	done	0	finish:discarded	idle	discarded	done	1
waiting	sent	done	1	submit	waiting	sent	done	1
waiting	sent	done	1	delivered	waiting	sent	done	1
waiting	sent	done	1	cli:thinking	thinking	sent	done	1
waiting	sent	done	1	cli:text	writing	sent	done	1
waiting	sent	done	1	cli:tool_start	tool	sent	done	1
waiting	sent	done	1	cli:tool_end	waiting	sent	done	1
waiting	sent	done	1	cli:approval	approval	sent	done	1
waiting	sent	done	1	cli:info	waiting	sent	done	1
waiting	sent	done	1	cli:error	waiting	sent	done	1
waiting	sent	done	1	cli:turn_end_ok	saving	sent	done	1
waiting	sent	done	1	cli:turn_end_fail	saving	sent	done	1
waiting	sent	done	1	finish:saved	idle	saved	done	1
waiting	sent	done	1	finish:saved_failed	idle	saved	done	1
waiting	sent	done	1	finish:unconfirmed	idle	unconfirmed	done	1
waiting	sent	done	1	finish:discarded	idle	discarded	done	1
waiting	sent	stopped	0	submit	waiting	sent	stopped	0
waiting	sent	stopped	0	delivered	waiting	sent	stopped	0
waiting	sent	stopped	0	cli:thinking	thinking	sent	stopped	0
waiting	sent	stopped	0	cli:text	writing	sent	stopped	0
waiting	sent	stopped	0	cli:tool_start	tool	sent	stopped	0
waiting	sent	stopped	0	cli:tool_end	waiting	sent	stopped	0
waiting	sent	stopped	0	cli:approval	approval	sent	stopped	0
waiting	sent	stopped	0	cli:info	waiting	sent	stopped	0
waiting	sent	stopped	0	cli:error	waiting	sent	stopped	1
waiting	sent	stopped	0	cli:turn_end_ok	saving	sent	stopped	0
waiting	sent	stopped	0	cli:turn_end_fail	saving	sent	stopped	1
waiting	sent	stopped	0	finish:saved	idle	saved	stopped	0
waiting	sent	stopped	0	finish:saved_failed	idle	saved	stopped	1
waiting	sent	stopped	0	finish:unconfirmed	idle	unconfirmed	stopped	0
waiting	sent	stopped	0	finish:discarded	idle	discarded	stopped	1
waiting	sent	stopped	1	submit	waiting	sent	stopped	1
waiting	sent	stopped	1	delivered	waiting	sent	stopped	1
waiting	sent	stopped	1	cli:thinking	thinking	sent	stopped	1
waiting	sent	stopped	1	cli:text	writing	sent	stopped	1
waiting	sent	stopped	1	cli:tool_start	tool	sent	stopped	1
waiting	sent	stopped	1	cli:tool_end	waiting	sent	stopped	1
waiting	sent	stopped	1	cli:approval	approval	sent	stopped	1
waiting	sent	stopped	1	cli:info	waiting	sent	stopped	1
waiting	sent	stopped	1	cli:error	waiting	sent	stopped	1
waiting	sent	stopped	1	cli:turn_end_ok	saving	sent	stopped	1
waiting	sent	stopped	1	cli:turn_end_fail	saving	sent	stopped	1
waiting	sent	stopped	1	finish:saved	idle	saved	stopped	1
waiting	sent	stopped	1	finish:saved_failed	idle	saved	stopped	1
waiting	sent	stopped	1	finish:unconfirmed	idle	unconfirmed	stopped	1
waiting	sent	stopped	1	finish:discarded	idle	discarded	stopped	1
waiting	sent	incomplete	0	submit	waiting	sent	incomplete	0
waiting	sent	incomplete	0	delivered	waiting	sent	incomplete	0
waiting	sent	incomplete	0	cli:thinking	thinking	sent	incomplete	0
waiting	sent	incomplete	0	cli:text	writing	sent	incomplete	0
waiting	sent	incomplete	0	cli:tool_start	tool	sent	incomplete	0
waiting	sent	incomplete	0	cli:tool_end	waiting	sent	incomplete	0
waiting	sent	incomplete	0	cli:approval	approval	sent	incomplete	0
waiting	sent	incomplete	0	cli:info	waiting	sent	incomplete	0
waiting	sent	incomplete	0	cli:error	waiting	sent	incomplete	1
waiting	sent	incomplete	0	cli:turn_end_ok	saving	sent	incomplete	0
waiting	sent	incomplete	0	cli:turn_end_fail	saving	sent	incomplete	1
waiting	sent	incomplete	0	finish:saved	idle	saved	incomplete	0
waiting	sent	incomplete	0	finish:saved_failed	idle	saved	incomplete	1
waiting	sent	incomplete	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
waiting	sent	incomplete	0	finish:discarded	idle	discarded	incomplete	1
waiting	sent	incomplete	1	submit	waiting	sent	incomplete	1
waiting	sent	incomplete	1	delivered	waiting	sent	incomplete	1
waiting	sent	incomplete	1	cli:thinking	thinking	sent	incomplete	1
waiting	sent	incomplete	1	cli:text	writing	sent	incomplete	1
waiting	sent	incomplete	1	cli:tool_start	tool	sent	incomplete	1
waiting	sent	incomplete	1	cli:tool_end	waiting	sent	incomplete	1
waiting	sent	incomplete	1	cli:approval	approval	sent	incomplete	1
waiting	sent	incomplete	1	cli:info	waiting	sent	incomplete	1
waiting	sent	incomplete	1	cli:error	waiting	sent	incomplete	1
waiting	sent	incomplete	1	cli:turn_end_ok	saving	sent	incomplete	1
waiting	sent	incomplete	1	cli:turn_end_fail	saving	sent	incomplete	1
waiting	sent	incomplete	1	finish:saved	idle	saved	incomplete	1
waiting	sent	incomplete	1	finish:saved_failed	idle	saved	incomplete	1
waiting	sent	incomplete	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
waiting	sent	incomplete	1	finish:discarded	idle	discarded	incomplete	1
thinking	sent	absent	0	submit	thinking	sent	absent	0
thinking	sent	absent	0	delivered	thinking	sent	absent	0
thinking	sent	absent	0	cli:thinking	thinking	sent	absent	0
thinking	sent	absent	0	cli:text	writing	sent	streaming	0
thinking	sent	absent	0	cli:tool_start	tool	sent	absent	0
thinking	sent	absent	0	cli:tool_end	waiting	sent	absent	0
thinking	sent	absent	0	cli:approval	approval	sent	absent	0
thinking	sent	absent	0	cli:info	thinking	sent	absent	0
thinking	sent	absent	0	cli:error	thinking	sent	absent	1
thinking	sent	absent	0	cli:turn_end_ok	saving	sent	absent	0
thinking	sent	absent	0	cli:turn_end_fail	saving	sent	absent	1
thinking	sent	absent	0	finish:saved	idle	saved	absent	0
thinking	sent	absent	0	finish:saved_failed	idle	saved	absent	1
thinking	sent	absent	0	finish:unconfirmed	idle	unconfirmed	absent	0
thinking	sent	absent	0	finish:discarded	idle	discarded	absent	1
thinking	sent	absent	1	submit	thinking	sent	absent	1
thinking	sent	absent	1	delivered	thinking	sent	absent	1
thinking	sent	absent	1	cli:thinking	thinking	sent	absent	1
thinking	sent	absent	1	cli:text	writing	sent	streaming	1
thinking	sent	absent	1	cli:tool_start	tool	sent	absent	1
thinking	sent	absent	1	cli:tool_end	waiting	sent	absent	1
thinking	sent	absent	1	cli:approval	approval	sent	absent	1
thinking	sent	absent	1	cli:info	thinking	sent	absent	1
thinking	sent	absent	1	cli:error	thinking	sent	absent	1
thinking	sent	absent	1	cli:turn_end_ok	saving	sent	absent	1
thinking	sent	absent	1	cli:turn_end_fail	saving	sent	absent	1
thinking	sent	absent	1	finish:saved	idle	saved	absent	1
thinking	sent	absent	1	finish:saved_failed	idle	saved	absent	1
thinking	sent	absent	1	finish:unconfirmed	idle	unconfirmed	absent	1
thinking	sent	absent	1	finish:discarded	idle	discarded	absent	1
thinking	sent	streaming	0	submit	thinking	sent	streaming	0
thinking	sent	streaming	0	delivered	thinking	sent	streaming	0
thinking	sent	streaming	0	cli:thinking	thinking	sent	streaming	0
thinking	sent	streaming	0	cli:text	writing	sent	streaming	0
thinking	sent	streaming	0	cli:tool_start	tool	sent	streaming	0
thinking	sent	streaming	0	cli:tool_end	waiting	sent	streaming	0
thinking	sent	streaming	0	cli:approval	approval	sent	streaming	0
thinking	sent	streaming	0	cli:info	thinking	sent	streaming	0
thinking	sent	streaming	0	cli:error	thinking	sent	streaming	1
thinking	sent	streaming	0	cli:turn_end_ok	saving	sent	done	0
thinking	sent	streaming	0	cli:turn_end_fail	saving	sent	stopped	1
thinking	sent	streaming	0	finish:saved	idle	saved	incomplete	0
thinking	sent	streaming	0	finish:saved_failed	idle	saved	incomplete	1
thinking	sent	streaming	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
thinking	sent	streaming	0	finish:discarded	idle	discarded	incomplete	1
thinking	sent	streaming	1	submit	thinking	sent	streaming	1
thinking	sent	streaming	1	delivered	thinking	sent	streaming	1
thinking	sent	streaming	1	cli:thinking	thinking	sent	streaming	1
thinking	sent	streaming	1	cli:text	writing	sent	streaming	1
thinking	sent	streaming	1	cli:tool_start	tool	sent	streaming	1
thinking	sent	streaming	1	cli:tool_end	waiting	sent	streaming	1
thinking	sent	streaming	1	cli:approval	approval	sent	streaming	1
thinking	sent	streaming	1	cli:info	thinking	sent	streaming	1
thinking	sent	streaming	1	cli:error	thinking	sent	streaming	1
thinking	sent	streaming	1	cli:turn_end_ok	saving	sent	done	1
thinking	sent	streaming	1	cli:turn_end_fail	saving	sent	stopped	1
thinking	sent	streaming	1	finish:saved	idle	saved	incomplete	1
thinking	sent	streaming	1	finish:saved_failed	idle	saved	incomplete	1
thinking	sent	streaming	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
thinking	sent	streaming	1	finish:discarded	idle	discarded	incomplete	1
thinking	sent	done	0	submit	thinking	sent	done	0
thinking	sent	done	0	delivered	thinking	sent	done	0
thinking	sent	done	0	cli:thinking	thinking	sent	done	0
thinking	sent	done	0	cli:text	writing	sent	done	0
thinking	sent	done	0	cli:tool_start	tool	sent	done	0
thinking	sent	done	0	cli:tool_end	waiting	sent	done	0
thinking	sent	done	0	cli:approval	approval	sent	done	0
thinking	sent	done	0	cli:info	thinking	sent	done	0
thinking	sent	done	0	cli:error	thinking	sent	done	1
thinking	sent	done	0	cli:turn_end_ok	saving	sent	done	0
thinking	sent	done	0	cli:turn_end_fail	saving	sent	done	1
thinking	sent	done	0	finish:saved	idle	saved	done	0
thinking	sent	done	0	finish:saved_failed	idle	saved	done	1
thinking	sent	done	0	finish:unconfirmed	idle	unconfirmed	done	0
thinking	sent	done	0	finish:discarded	idle	discarded	done	1
thinking	sent	done	1	submit	thinking	sent	done	1
thinking	sent	done	1	delivered	thinking	sent	done	1
thinking	sent	done	1	cli:thinking	thinking	sent	done	1
thinking	sent	done	1	cli:text	writing	sent	done	1
thinking	sent	done	1	cli:tool_start	tool	sent	done	1
thinking	sent	done	1	cli:tool_end	waiting	sent	done	1
thinking	sent	done	1	cli:approval	approval	sent	done	1
thinking	sent	done	1	cli:info	thinking	sent	done	1
thinking	sent	done	1	cli:error	thinking	sent	done	1
thinking	sent	done	1	cli:turn_end_ok	saving	sent	done	1
thinking	sent	done	1	cli:turn_end_fail	saving	sent	done	1
thinking	sent	done	1	finish:saved	idle	saved	done	1
thinking	sent	done	1	finish:saved_failed	idle	saved	done	1
thinking	sent	done	1	finish:unconfirmed	idle	unconfirmed	done	1
thinking	sent	done	1	finish:discarded	idle	discarded	done	1
thinking	sent	stopped	0	submit	thinking	sent	stopped	0
thinking	sent	stopped	0	delivered	thinking	sent	stopped	0
thinking	sent	stopped	0	cli:thinking	thinking	sent	stopped	0
thinking	sent	stopped	0	cli:text	writing	sent	stopped	0
thinking	sent	stopped	0	cli:tool_start	tool	sent	stopped	0
thinking	sent	stopped	0	cli:tool_end	waiting	sent	stopped	0
thinking	sent	stopped	0	cli:approval	approval	sent	stopped	0
thinking	sent	stopped	0	cli:info	thinking	sent	stopped	0
thinking	sent	stopped	0	cli:error	thinking	sent	stopped	1
thinking	sent	stopped	0	cli:turn_end_ok	saving	sent	stopped	0
thinking	sent	stopped	0	cli:turn_end_fail	saving	sent	stopped	1
thinking	sent	stopped	0	finish:saved	idle	saved	stopped	0
thinking	sent	stopped	0	finish:saved_failed	idle	saved	stopped	1
thinking	sent	stopped	0	finish:unconfirmed	idle	unconfirmed	stopped	0
thinking	sent	stopped	0	finish:discarded	idle	discarded	stopped	1
thinking	sent	stopped	1	submit	thinking	sent	stopped	1
thinking	sent	stopped	1	delivered	thinking	sent	stopped	1
thinking	sent	stopped	1	cli:thinking	thinking	sent	stopped	1
thinking	sent	stopped	1	cli:text	writing	sent	stopped	1
thinking	sent	stopped	1	cli:tool_start	tool	sent	stopped	1
thinking	sent	stopped	1	cli:tool_end	waiting	sent	stopped	1
thinking	sent	stopped	1	cli:approval	approval	sent	stopped	1
thinking	sent	stopped	1	cli:info	thinking	sent	stopped	1
thinking	sent	stopped	1	cli:error	thinking	sent	stopped	1
thinking	sent	stopped	1	cli:turn_end_ok	saving	sent	stopped	1
thinking	sent	stopped	1	cli:turn_end_fail	saving	sent	stopped	1
thinking	sent	stopped	1	finish:saved	idle	saved	stopped	1
thinking	sent	stopped	1	finish:saved_failed	idle	saved	stopped	1
thinking	sent	stopped	1	finish:unconfirmed	idle	unconfirmed	stopped	1
thinking	sent	stopped	1	finish:discarded	idle	discarded	stopped	1
thinking	sent	incomplete	0	submit	thinking	sent	incomplete	0
thinking	sent	incomplete	0	delivered	thinking	sent	incomplete	0
thinking	sent	incomplete	0	cli:thinking	thinking	sent	incomplete	0
thinking	sent	incomplete	0	cli:text	writing	sent	incomplete	0
thinking	sent	incomplete	0	cli:tool_start	tool	sent	incomplete	0
thinking	sent	incomplete	0	cli:tool_end	waiting	sent	incomplete	0
thinking	sent	incomplete	0	cli:approval	approval	sent	incomplete	0
thinking	sent	incomplete	0	cli:info	thinking	sent	incomplete	0
thinking	sent	incomplete	0	cli:error	thinking	sent	incomplete	1
thinking	sent	incomplete	0	cli:turn_end_ok	saving	sent	incomplete	0
thinking	sent	incomplete	0	cli:turn_end_fail	saving	sent	incomplete	1
thinking	sent	incomplete	0	finish:saved	idle	saved	incomplete	0
thinking	sent	incomplete	0	finish:saved_failed	idle	saved	incomplete	1
thinking	sent	incomplete	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
thinking	sent	incomplete	0	finish:discarded	idle	discarded	incomplete	1
thinking	sent	incomplete	1	submit	thinking	sent	incomplete	1
thinking	sent	incomplete	1	delivered	thinking	sent	incomplete	1
thinking	sent	incomplete	1	cli:thinking	thinking	sent	incomplete	1
thinking	sent	incomplete	1	cli:text	writing	sent	incomplete	1
thinking	sent	incomplete	1	cli:tool_start	tool	sent	incomplete	1
thinking	sent	incomplete	1	cli:tool_end	waiting	sent	incomplete	1
thinking	sent	incomplete	1	cli:approval	approval	sent	incomplete	1
thinking	sent	incomplete	1	cli:info	thinking	sent	incomplete	1
thinking	sent	incomplete	1	cli:error	thinking	sent	incomplete	1
thinking	sent	incomplete	1	cli:turn_end_ok	saving	sent	incomplete	1
thinking	sent	incomplete	1	cli:turn_end_fail	saving	sent	incomplete	1
thinking	sent	incomplete	1	finish:saved	idle	saved	incomplete	1
thinking	sent	incomplete	1	finish:saved_failed	idle	saved	incomplete	1
thinking	sent	incomplete	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
thinking	sent	incomplete	1	finish:discarded	idle	discarded	incomplete	1
writing	sent	absent	0	submit	writing	sent	absent	0
writing	sent	absent	0	delivered	writing	sent	absent	0
writing	sent	absent	0	cli:thinking	thinking	sent	absent	0
writing	sent	absent	0	cli:text	writing	sent	streaming	0
writing	sent	absent	0	cli:tool_start	tool	sent	absent	0
writing	sent	absent	0	cli:tool_end	waiting	sent	absent	0
writing	sent	absent	0	cli:approval	approval	sent	absent	0
writing	sent	absent	0	cli:info	writing	sent	absent	0
writing	sent	absent	0	cli:error	writing	sent	absent	1
writing	sent	absent	0	cli:turn_end_ok	saving	sent	absent	0
writing	sent	absent	0	cli:turn_end_fail	saving	sent	absent	1
writing	sent	absent	0	finish:saved	idle	saved	absent	0
writing	sent	absent	0	finish:saved_failed	idle	saved	absent	1
writing	sent	absent	0	finish:unconfirmed	idle	unconfirmed	absent	0
writing	sent	absent	0	finish:discarded	idle	discarded	absent	1
writing	sent	absent	1	submit	writing	sent	absent	1
writing	sent	absent	1	delivered	writing	sent	absent	1
writing	sent	absent	1	cli:thinking	thinking	sent	absent	1
writing	sent	absent	1	cli:text	writing	sent	streaming	1
writing	sent	absent	1	cli:tool_start	tool	sent	absent	1
writing	sent	absent	1	cli:tool_end	waiting	sent	absent	1
writing	sent	absent	1	cli:approval	approval	sent	absent	1
writing	sent	absent	1	cli:info	writing	sent	absent	1
writing	sent	absent	1	cli:error	writing	sent	absent	1
writing	sent	absent	1	cli:turn_end_ok	saving	sent	absent	1
writing	sent	absent	1	cli:turn_end_fail	saving	sent	absent	1
writing	sent	absent	1	finish:saved	idle	saved	absent	1
writing	sent	absent	1	finish:saved_failed	idle	saved	absent	1
writing	sent	absent	1	finish:unconfirmed	idle	unconfirmed	absent	1
writing	sent	absent	1	finish:discarded	idle	discarded	absent	1
writing	sent	streaming	0	submit	writing	sent	streaming	0
writing	sent	streaming	0	delivered	writing	sent	streaming	0
writing	sent	streaming	0	cli:thinking	thinking	sent	streaming	0
writing	sent	streaming	0	cli:text	writing	sent	streaming	0
writing	sent	streaming	0	cli:tool_start	tool	sent	streaming	0
writing	sent	streaming	0	cli:tool_end	waiting	sent	streaming	0
writing	sent	streaming	0	cli:approval	approval	sent	streaming	0
writing	sent	streaming	0	cli:info	writing	sent	streaming	0
writing	sent	streaming	0	cli:error	writing	sent	streaming	1
writing	sent	streaming	0	cli:turn_end_ok	saving	sent	done	0
writing	sent	streaming	0	cli:turn_end_fail	saving	sent	stopped	1
writing	sent	streaming	0	finish:saved	idle	saved	incomplete	0
writing	sent	streaming	0	finish:saved_failed	idle	saved	incomplete	1
writing	sent	streaming	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
writing	sent	streaming	0	finish:discarded	idle	discarded	incomplete	1
writing	sent	streaming	1	submit	writing	sent	streaming	1
writing	sent	streaming	1	delivered	writing	sent	streaming	1
writing	sent	streaming	1	cli:thinking	thinking	sent	streaming	1
writing	sent	streaming	1	cli:text	writing	sent	streaming	1
writing	sent	streaming	1	cli:tool_start	tool	sent	streaming	1
writing	sent	streaming	1	cli:tool_end	waiting	sent	streaming	1
writing	sent	streaming	1	cli:approval	approval	sent	streaming	1
writing	sent	streaming	1	cli:info	writing	sent	streaming	1
writing	sent	streaming	1	cli:error	writing	sent	streaming	1
writing	sent	streaming	1	cli:turn_end_ok	saving	sent	done	1
writing	sent	streaming	1	cli:turn_end_fail	saving	sent	stopped	1
writing	sent	streaming	1	finish:saved	idle	saved	incomplete	1
writing	sent	streaming	1	finish:saved_failed	idle	saved	incomplete	1
writing	sent	streaming	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
writing	sent	streaming	1	finish:discarded	idle	discarded	incomplete	1
writing	sent	done	0	submit	writing	sent	done	0
writing	sent	done	0	delivered	writing	sent	done	0
writing	sent	done	0	cli:thinking	thinking	sent	done	0
writing	sent	done	0	cli:text	writing	sent	done	0
writing	sent	done	0	cli:tool_start	tool	sent	done	0
writing	sent	done	0	cli:tool_end	waiting	sent	done	0
